"","Sex","Year","DoY","Index","Clone","Phenophase_Derived","Heat","Heatsum","Orchard"
"17975","MALE",2010,153,2758,1541,"2",8,284.4,223
"17976","MALE",2010,158,2758,1541,"2",8,318.8,223
"17977","MALE",2010,145,2759,1558,"2",5.8,213.3,223
"17978","MALE",2010,147,2759,1558,"2",9.8,234.9,223
"17979","MALE",2010,153,2759,1558,"2",8,284.4,223
"17980","MALE",2010,158,2759,1558,"2",8,318.8,223
"17981","MALE",2010,145,2760,1558,"2",5.8,213.3,223
"17982","MALE",2010,147,2760,1558,"2",9.8,234.9,223
"17983","MALE",2010,153,2760,1558,"2",8,284.4,223
"17984","MALE",2010,158,2760,1558,"3",8,318.8,223
"17985","MALE",2010,145,2761,1563,"2",5.8,213.3,223
"17986","MALE",2010,147,2761,1563,"2",9.8,234.9,223
"17987","MALE",2010,153,2761,1563,"2",8,284.4,223
"17988","MALE",2010,158,2761,1563,"3",8,318.8,223
"17989","MALE",2010,145,2762,1563,"2",5.8,213.3,223
"17990","MALE",2010,147,2762,1563,"2",9.8,234.9,223
"17991","MALE",2010,153,2762,1563,"2",8,284.4,223
"17992","MALE",2010,158,2762,1563,"3",8,318.8,223
"17993","MALE",2010,146,4923,910,"1",11.8,225.1,228
"17994","MALE",2010,151,4923,910,"2",9,268.4,228
"17995","MALE",2010,154,4923,910,"2",5.8,290.2,228
"17996","MALE",2010,159,4923,910,"2",7.5,326.3,228
"17997","MALE",2010,146,4924,910,"1",11.8,225.1,228
"17998","MALE",2010,151,4924,910,"2",9,268.4,228
"17999","MALE",2010,154,4924,910,"2",5.8,290.2,228
"18000","MALE",2010,159,4924,910,"2",7.5,326.3,228
"18001","MALE",2010,146,4925,951,"2",11.8,225.1,228
"18002","MALE",2010,151,4925,951,"2",9,268.4,228
"18003","MALE",2010,154,4925,951,"3",5.8,290.2,228
"18004","MALE",2010,159,4925,951,"3",7.5,326.3,228
"18005","MALE",2010,146,4926,951,"2",11.8,225.1,228
"18006","MALE",2010,151,4926,951,"2",9,268.4,228
"18007","MALE",2010,154,4926,951,"3",5.8,290.2,228
"18008","MALE",2010,159,4926,951,"3",7.5,326.3,228
"18009","MALE",2010,146,4927,981,"2",11.8,225.1,228
"18010","MALE",2010,151,4927,981,"2",9,268.4,228
"18011","MALE",2010,154,4927,981,"2",5.8,290.2,228
"18012","MALE",2010,159,4927,981,"3",7.5,326.3,228
"18013","MALE",2010,146,4928,981,"2",11.8,225.1,228
"18014","MALE",2010,151,4928,981,"2",9,268.4,228
"18015","MALE",2010,154,4928,981,"3",5.8,290.2,228
"18016","MALE",2010,159,4928,981,"3",7.5,326.3,228
"18017","MALE",2010,146,4929,982,"1",11.8,225.1,228
"18018","MALE",2010,151,4929,982,"2",9,268.4,228
"18019","MALE",2010,154,4929,982,"2",5.8,290.2,228
"18020","MALE",2010,159,4929,982,"3",7.5,326.3,228
"18021","MALE",2010,146,4930,982,"2",11.8,225.1,228
"18022","MALE",2010,151,4930,982,"2",9,268.4,228
"18023","MALE",2010,154,4930,982,"2",5.8,290.2,228
"18024","MALE",2010,159,4930,982,"3",7.5,326.3,228
"18025","MALE",2010,146,4931,983,"1",11.8,225.1,228
"18026","MALE",2010,151,4931,983,"2",9,268.4,228
"18027","MALE",2010,154,4931,983,"2",5.8,290.2,228
"18028","MALE",2010,159,4931,983,"3",7.5,326.3,228
"18029","MALE",2010,146,4932,983,"1",11.8,225.1,228
"18030","MALE",2010,151,4932,983,"2",9,268.4,228
"18031","MALE",2010,154,4932,983,"2",5.8,290.2,228
"18032","MALE",2010,159,4932,983,"3",7.5,326.3,228
"18033","MALE",2010,146,4933,984,"2",11.8,225.1,228
"18034","MALE",2010,151,4933,984,"2",9,268.4,228
"18035","MALE",2010,154,4933,984,"3",5.8,290.2,228
"18036","MALE",2010,159,4933,984,"3",7.5,326.3,228
"18037","MALE",2010,146,4934,984,"2",11.8,225.1,228
"18038","MALE",2010,151,4934,984,"2",9,268.4,228
"18039","MALE",2010,154,4934,984,"2",5.8,290.2,228
"18040","MALE",2010,159,4934,984,"2",7.5,326.3,228
"18041","MALE",2010,146,4935,986,"1",11.8,225.1,228
"18042","MALE",2010,151,4935,986,"2",9,268.4,228
"18043","MALE",2010,154,4935,986,"3",5.8,290.2,228
"18044","MALE",2010,159,4935,986,"3",7.5,326.3,228
"18045","MALE",2010,146,4936,986,"2",11.8,225.1,228
"18046","MALE",2010,151,4936,986,"2",9,268.4,228
"18047","MALE",2010,154,4936,986,"2",5.8,290.2,228
"18048","MALE",2010,159,4936,986,"3",7.5,326.3,228
"18049","MALE",2010,146,4937,987,"2",11.8,225.1,228
"18050","MALE",2010,151,4937,987,"2",9,268.4,228
"18051","MALE",2010,154,4937,987,"3",5.8,290.2,228
"18052","MALE",2010,159,4937,987,"3",7.5,326.3,228
"18053","MALE",2010,146,4938,987,"2",11.8,225.1,228
"18054","MALE",2010,151,4938,987,"2",9,268.4,228
"18055","MALE",2010,159,4938,987,"2",7.5,326.3,228
"18056","MALE",2010,146,4939,989,"2",11.8,225.1,228
"18057","MALE",2010,151,4939,989,"2",9,268.4,228
"18058","MALE",2010,154,4939,989,"3",5.8,290.2,228
"18059","MALE",2010,159,4939,989,"3",7.5,326.3,228
"18060","MALE",2010,146,4940,989,"2",11.8,225.1,228
"18061","MALE",2010,151,4940,989,"2",9,268.4,228
"18062","MALE",2010,154,4940,989,"3",5.8,290.2,228
"18063","MALE",2010,159,4940,989,"3",7.5,326.3,228
"18064","MALE",2010,146,4941,1460,"2",11.8,225.1,228
"18065","MALE",2010,151,4941,1460,"2",9,268.4,228
"18066","MALE",2010,154,4941,1460,"3",5.8,290.2,228
"18067","MALE",2010,159,4941,1460,"3",7.5,326.3,228
"18068","MALE",2010,146,4942,1460,"2",11.8,225.1,228
"18069","MALE",2010,151,4942,1460,"2",9,268.4,228
"18070","MALE",2010,154,4942,1460,"3",5.8,290.2,228
"18071","MALE",2010,159,4942,1460,"3",7.5,326.3,228
"18072","MALE",2010,146,4943,1461,"2",11.8,225.1,228
"18073","MALE",2010,151,4943,1461,"2",9,268.4,228
"18074","MALE",2010,154,4943,1461,"3",5.8,290.2,228
"18075","MALE",2010,159,4943,1461,"3",7.5,326.3,228
"18076","MALE",2010,146,4944,1461,"2",11.8,225.1,228
"18077","MALE",2010,151,4944,1461,"2",9,268.4,228
"18078","MALE",2010,154,4944,1461,"3",5.8,290.2,228
"18079","MALE",2010,159,4944,1461,"3",7.5,326.3,228
"18080","MALE",2010,146,4945,1462,"2",11.8,225.1,228
"18081","MALE",2010,151,4945,1462,"2",9,268.4,228
"18082","MALE",2010,154,4945,1462,"2",5.8,290.2,228
"18083","MALE",2010,159,4945,1462,"3",7.5,326.3,228
"18084","MALE",2010,146,4946,1462,"2",11.8,225.1,228
"18085","MALE",2010,151,4946,1462,"2",9,268.4,228
"18086","MALE",2010,154,4946,1462,"2",5.8,290.2,228
"18087","MALE",2010,159,4946,1462,"2",7.5,326.3,228
"18088","MALE",2010,146,4947,1463,"2",11.8,225.1,228
"18089","MALE",2010,151,4947,1463,"2",9,268.4,228
"18090","MALE",2010,154,4947,1463,"2",5.8,290.2,228
"18091","MALE",2010,159,4947,1463,"3",7.5,326.3,228
"18092","MALE",2010,146,4948,1463,"1",11.8,225.1,228
"18093","MALE",2010,151,4948,1463,"2",9,268.4,228
"18094","MALE",2010,154,4948,1463,"2",5.8,290.2,228
"18095","MALE",2010,159,4948,1463,"3",7.5,326.3,228
"18096","MALE",2010,146,4950,1464,"2",11.8,225.1,228
"18097","MALE",2010,151,4950,1464,"3",9,268.4,228
"18098","MALE",2010,154,4950,1464,"3",5.8,290.2,228
"18099","MALE",2010,159,4950,1464,"3",7.5,326.3,228
"18100","MALE",2010,146,4951,1465,"2",11.8,225.1,228
"18101","MALE",2010,151,4951,1465,"2",9,268.4,228
"18102","MALE",2010,159,4951,1465,"2",7.5,326.3,228
"18103","MALE",2010,146,4952,1465,"2",11.8,225.1,228
"18104","MALE",2010,151,4952,1465,"2",9,268.4,228
"18105","MALE",2010,154,4952,1465,"2",5.8,290.2,228
"18106","MALE",2010,159,4952,1465,"3",7.5,326.3,228
"18107","MALE",2010,146,4953,1466,"2",11.8,225.1,228
"18108","MALE",2010,151,4953,1466,"2",9,268.4,228
"18109","MALE",2010,154,4953,1466,"3",5.8,290.2,228
"18110","MALE",2010,159,4953,1466,"3",7.5,326.3,228
"18111","MALE",2010,146,4954,1466,"1",11.8,225.1,228
"18112","MALE",2010,151,4954,1466,"2",9,268.4,228
"18113","MALE",2010,154,4954,1466,"3",5.8,290.2,228
"18114","MALE",2010,159,4954,1466,"3",7.5,326.3,228
"18115","MALE",2010,146,4955,1467,"2",11.8,225.1,228
"18116","MALE",2010,151,4955,1467,"2",9,268.4,228
"18117","MALE",2010,154,4955,1467,"2",5.8,290.2,228
"18118","MALE",2010,159,4955,1467,"3",7.5,326.3,228
"18119","MALE",2010,146,4956,1467,"2",11.8,225.1,228
"18120","MALE",2010,151,4956,1467,"2",9,268.4,228
"18121","MALE",2010,154,4956,1467,"2",5.8,290.2,228
"18122","MALE",2010,159,4956,1467,"3",7.5,326.3,228
"18123","MALE",2010,146,4957,1532,"2",11.8,225.1,228
"18124","MALE",2010,151,4957,1532,"2",9,268.4,228
"18125","MALE",2010,154,4957,1532,"2",5.8,290.2,228
"18126","MALE",2010,159,4957,1532,"3",7.5,326.3,228
"18127","MALE",2010,146,4958,1532,"2",11.8,225.1,228
"18128","MALE",2010,151,4958,1532,"2",9,268.4,228
"18129","MALE",2010,154,4958,1532,"3",5.8,290.2,228
"18130","MALE",2010,159,4958,1532,"3",7.5,326.3,228
"18131","MALE",2010,146,4959,1533,"2",11.8,225.1,228
"18132","MALE",2010,151,4959,1533,"2",9,268.4,228
"18133","MALE",2010,154,4959,1533,"2",5.8,290.2,228
"18134","MALE",2010,159,4959,1533,"3",7.5,326.3,228
"18135","MALE",2010,146,4960,1533,"2",11.8,225.1,228
"18136","MALE",2010,151,4960,1533,"2",9,268.4,228
"18137","MALE",2010,154,4960,1533,"2",5.8,290.2,228
"18138","MALE",2010,159,4960,1533,"3",7.5,326.3,228
"18139","MALE",2010,146,4962,1536,"1",11.8,225.1,228
"18140","MALE",2010,151,4962,1536,"2",9,268.4,228
"18141","MALE",2010,154,4962,1536,"2",5.8,290.2,228
"18142","MALE",2010,159,4962,1536,"3",7.5,326.3,228
"18143","MALE",2010,146,4963,1538,"1",11.8,225.1,228
"18144","MALE",2010,151,4963,1538,"2",9,268.4,228
"18145","MALE",2010,154,4963,1538,"2",5.8,290.2,228
"18146","MALE",2010,159,4963,1538,"3",7.5,326.3,228
"18147","MALE",2010,146,4964,1538,"1",11.8,225.1,228
"18148","MALE",2010,151,4964,1538,"2",9,268.4,228
"18149","MALE",2010,154,4964,1538,"2",5.8,290.2,228
"18150","MALE",2010,159,4964,1538,"2",7.5,326.3,228
"18151","MALE",2010,146,4965,1539,"2",11.8,225.1,228
"18152","MALE",2010,151,4965,1539,"2",9,268.4,228
"18153","MALE",2010,159,4965,1539,"2",7.5,326.3,228
"18154","MALE",2010,146,4966,1539,"2",11.8,225.1,228
"18155","MALE",2010,151,4966,1539,"2",9,268.4,228
"18156","MALE",2010,154,4966,1539,"3",5.8,290.2,228
"18157","MALE",2010,159,4966,1539,"3",7.5,326.3,228
"18158","MALE",2010,146,4967,1540,"2",11.8,225.1,228
"18159","MALE",2010,151,4967,1540,"2",9,268.4,228
"18160","MALE",2010,154,4967,1540,"2",5.8,290.2,228
"18161","MALE",2010,159,4967,1540,"3",7.5,326.3,228
"18162","MALE",2010,146,4968,1540,"2",11.8,225.1,228
"18163","MALE",2010,151,4968,1540,"2",9,268.4,228
"18164","MALE",2010,154,4968,1540,"3",5.8,290.2,228
"18165","MALE",2010,159,4968,1540,"3",7.5,326.3,228
"18166","MALE",2010,146,4969,1560,"1",11.8,225.1,228
"18167","MALE",2010,151,4969,1560,"2",9,268.4,228
"18168","MALE",2010,154,4969,1560,"2",5.8,290.2,228
"18169","MALE",2010,159,4969,1560,"2",7.5,326.3,228
"18170","MALE",2010,146,4970,1560,"1",11.8,225.1,228
"18171","MALE",2010,151,4970,1560,"2",9,268.4,228
"18172","MALE",2010,154,4970,1560,"2",5.8,290.2,228
"18173","MALE",2010,159,4970,1560,"2",7.5,326.3,228
"18174","MALE",2010,146,4971,1571,"1",11.8,225.1,228
"18175","MALE",2010,151,4971,1571,"2",9,268.4,228
"18176","MALE",2010,154,4971,1571,"2",5.8,290.2,228
"18177","MALE",2010,159,4971,1571,"3",7.5,326.3,228
"18178","MALE",2010,146,4972,1571,"2",11.8,225.1,228
"18179","MALE",2010,151,4972,1571,"2",9,268.4,228
"18180","MALE",2010,154,4972,1571,"2",5.8,290.2,228
"18181","MALE",2010,159,4972,1571,"3",7.5,326.3,228
"18182","MALE",2010,146,4973,1581,"2",11.8,225.1,228
"18183","MALE",2010,151,4973,1581,"2",9,268.4,228
"18184","MALE",2010,159,4973,1581,"2",7.5,326.3,228
"18185","MALE",2010,146,4974,1581,"1",11.8,225.1,228
"18186","MALE",2010,151,4974,1581,"2",9,268.4,228
"18187","MALE",2010,154,4974,1581,"2",5.8,290.2,228
"18188","MALE",2010,159,4974,1581,"2",7.5,326.3,228
"18189","MALE",2010,146,4975,1583,"2",11.8,225.1,228
"18190","MALE",2010,151,4975,1583,"2",9,268.4,228
"18191","MALE",2010,154,4975,1583,"3",5.8,290.2,228
"18192","MALE",2010,159,4975,1583,"3",7.5,326.3,228
"18193","MALE",2010,146,4977,1584,"2",11.8,225.1,228
"18194","MALE",2010,151,4977,1584,"2",9,268.4,228
"18195","MALE",2010,159,4977,1584,"2",7.5,326.3,228
"18196","MALE",2010,146,4978,1584,"2",11.8,225.1,228
"18197","MALE",2010,151,4978,1584,"2",9,268.4,228
"18198","MALE",2010,154,4978,1584,"2",5.8,290.2,228
"18199","MALE",2010,159,4978,1584,"3",7.5,326.3,228
"18200","MALE",2010,146,4979,1585,"2",11.8,225.1,228
"18201","MALE",2010,151,4979,1585,"2",9,268.4,228
"18202","MALE",2010,154,4979,1585,"3",5.8,290.2,228
"18203","MALE",2010,159,4979,1585,"3",7.5,326.3,228
"18204","MALE",2010,146,4980,1585,"2",11.8,225.1,228
"18205","MALE",2010,151,4980,1585,"2",9,268.4,228
"18206","MALE",2010,154,4980,1585,"3",5.8,290.2,228
"18207","MALE",2010,159,4980,1585,"3",7.5,326.3,228
"18208","MALE",2010,146,4981,1586,"2",11.8,225.1,228
"18209","MALE",2010,151,4981,1586,"2",9,268.4,228
"18210","MALE",2010,154,4981,1586,"3",5.8,290.2,228
"18211","MALE",2010,159,4981,1586,"3",7.5,326.3,228
"18212","MALE",2010,146,4982,1586,"2",11.8,225.1,228
"18213","MALE",2010,151,4982,1586,"2",9,268.4,228
"18214","MALE",2010,154,4982,1586,"2",5.8,290.2,228
"18215","MALE",2010,159,4982,1586,"3",7.5,326.3,228
"18216","MALE",2010,146,4983,1588,"2",11.8,225.1,228
"18217","MALE",2010,151,4983,1588,"2",9,268.4,228
"18218","MALE",2010,154,4983,1588,"2",5.8,290.2,228
"18219","MALE",2010,159,4983,1588,"3",7.5,326.3,228
"18220","MALE",2010,146,4984,1588,"2",11.8,225.1,228
"18221","MALE",2010,151,4984,1588,"2",9,268.4,228
"18222","MALE",2010,154,4984,1588,"2",5.8,290.2,228
"18223","MALE",2010,159,4984,1588,"3",7.5,326.3,228
"18224","MALE",2010,146,4985,1589,"2",11.8,225.1,228
"18225","MALE",2010,151,4985,1589,"2",9,268.4,228
"18226","MALE",2010,154,4985,1589,"2",5.8,290.2,228
"18227","MALE",2010,159,4985,1589,"3",7.5,326.3,228
"18228","MALE",2010,146,4986,1589,"1",11.8,225.1,228
"18229","MALE",2010,151,4986,1589,"2",9,268.4,228
"18230","MALE",2010,154,4986,1589,"2",5.8,290.2,228
"18231","MALE",2010,159,4986,1589,"3",7.5,326.3,228
"18232","MALE",2010,146,4987,1590,"1",11.8,225.1,228
"18233","MALE",2010,151,4987,1590,"2",9,268.4,228
"18234","MALE",2010,154,4987,1590,"2",5.8,290.2,228
"18235","MALE",2010,159,4987,1590,"3",7.5,326.3,228
"18236","MALE",2010,146,4988,1590,"1",11.8,225.1,228
"18237","MALE",2010,151,4988,1590,"2",9,268.4,228
"18238","MALE",2010,154,4988,1590,"3",5.8,290.2,228
"18239","MALE",2010,159,4988,1590,"3",7.5,326.3,228
"18240","MALE",2010,146,4989,1593,"2",11.8,225.1,228
"18241","MALE",2010,151,4989,1593,"2",9,268.4,228
"18242","MALE",2010,154,4989,1593,"2",5.8,290.2,228
"18243","MALE",2010,159,4989,1593,"3",7.5,326.3,228
"18244","MALE",2010,146,4990,1593,"2",11.8,225.1,228
"18245","MALE",2010,151,4990,1593,"2",9,268.4,228
"18246","MALE",2010,154,4990,1593,"2",5.8,290.2,228
"18247","MALE",2010,159,4990,1593,"2",7.5,326.3,228
"18248","MALE",2010,146,4991,1594,"1",11.8,225.1,228
"18249","MALE",2010,151,4991,1594,"2",9,268.4,228
"18250","MALE",2010,159,4991,1594,"2",7.5,326.3,228
"18251","MALE",2010,146,4992,1594,"2",11.8,225.1,228
"18252","MALE",2010,151,4992,1594,"2",9,268.4,228
"18253","MALE",2010,154,4992,1594,"3",5.8,290.2,228
"18254","MALE",2010,159,4992,1594,"3",7.5,326.3,228
"18255","MALE",2010,146,4993,1595,"2",11.8,225.1,228
"18256","MALE",2010,151,4993,1595,"2",9,268.4,228
"18257","MALE",2010,154,4993,1595,"3",5.8,290.2,228
"18258","MALE",2010,159,4993,1595,"3",7.5,326.3,228
"18259","MALE",2010,146,4994,1595,"2",11.8,225.1,228
"18260","MALE",2010,151,4994,1595,"2",9,268.4,228
"18261","MALE",2010,154,4994,1595,"3",5.8,290.2,228
"18262","MALE",2010,159,4994,1595,"3",7.5,326.3,228
"18263","MALE",2010,146,4995,1596,"2",11.8,225.1,228
"18264","MALE",2010,151,4995,1596,"2",9,268.4,228
"18265","MALE",2010,159,4995,1596,"2",7.5,326.3,228
"18266","MALE",2010,146,4996,1596,"2",11.8,225.1,228
"18267","MALE",2010,151,4996,1596,"2",9,268.4,228
"18268","MALE",2010,154,4996,1596,"3",5.8,290.2,228
"18269","MALE",2010,159,4996,1596,"3",7.5,326.3,228
"18270","MALE",2010,146,4997,1599,"1",11.8,225.1,228
"18271","MALE",2010,151,4997,1599,"2",9,268.4,228
"18272","MALE",2010,154,4997,1599,"2",5.8,290.2,228
"18273","MALE",2010,159,4997,1599,"3",7.5,326.3,228
"18274","MALE",2010,146,4998,1599,"1",11.8,225.1,228
"18275","MALE",2010,151,4998,1599,"2",9,268.4,228
"18276","MALE",2010,154,4998,1599,"2",5.8,290.2,228
"18277","MALE",2010,159,4998,1599,"2",7.5,326.3,228
"18278","MALE",2010,146,4999,2000,"2",11.8,225.1,228
"18279","MALE",2010,151,4999,2000,"2",9,268.4,228
"18280","MALE",2010,154,4999,2000,"2",5.8,290.2,228
"18281","MALE",2010,159,4999,2000,"3",7.5,326.3,228
"18282","MALE",2010,146,5000,2000,"2",11.8,225.1,228
"18283","MALE",2010,151,5000,2000,"2",9,268.4,228
"18284","MALE",2010,154,5000,2000,"2",5.8,290.2,228
"18285","MALE",2010,159,5000,2000,"3",7.5,326.3,228
"18286","FEMALE",2011,158,1615,980,"1",10.3,255,220
"18287","FEMALE",2011,164,1615,980,"2",8.8,308,220
"18288","FEMALE",2011,158,1616,980,"1",10.3,255,220
"18289","FEMALE",2011,164,1616,980,"2",8.8,308,220
"18290","FEMALE",2011,158,1617,984,"2",10.3,255,220
"18291","FEMALE",2011,164,1617,984,"2",8.8,308,220
"18292","FEMALE",2011,158,1618,984,"1",10.3,255,220
"18293","FEMALE",2011,164,1618,984,"2",8.8,308,220
"18294","FEMALE",2011,158,1619,985,"1",10.3,255,220
"18295","FEMALE",2011,164,1619,985,"2",8.8,308,220
"18296","FEMALE",2011,158,1620,985,"1",10.3,255,220
"18297","FEMALE",2011,164,1620,985,"2",8.8,308,220
"18298","FEMALE",2011,158,1621,988,"1",10.3,255,220
"18299","FEMALE",2011,164,1621,988,"2",8.8,308,220
"18300","FEMALE",2011,158,1622,988,"2",10.3,255,220
"18301","FEMALE",2011,164,1622,988,"2",8.8,308,220
"18302","FEMALE",2011,158,1623,1472,"1",10.3,255,220
"18303","FEMALE",2011,164,1623,1472,"2",8.8,308,220
"18304","FEMALE",2011,158,1624,1472,"1",10.3,255,220
"18305","FEMALE",2011,164,1624,1472,"2",8.8,308,220
"18306","FEMALE",2011,171,1624,1472,"2",11.3,377.4,220
"18307","FEMALE",2011,158,1625,1475,"1",10.3,255,220
"18308","FEMALE",2011,164,1625,1475,"2",8.8,308,220
"18309","FEMALE",2011,158,1626,1475,"1",10.3,255,220
"18310","FEMALE",2011,164,1626,1475,"2",8.8,308,220
"18311","FEMALE",2011,158,1627,1478,"2",10.3,255,220
"18312","FEMALE",2011,164,1627,1478,"2",8.8,308,220
"18313","FEMALE",2011,158,1628,1478,"2",10.3,255,220
"18314","FEMALE",2011,164,1628,1478,"2",8.8,308,220
"18315","FEMALE",2011,158,1629,1479,"1",10.3,255,220
"18316","FEMALE",2011,164,1629,1479,"2",8.8,308,220
"18317","FEMALE",2011,158,1630,1479,"1",10.3,255,220
"18318","FEMALE",2011,164,1630,1479,"2",8.8,308,220
"18319","FEMALE",2011,158,1631,1481,"2",10.3,255,220
"18320","FEMALE",2011,164,1631,1481,"2",8.8,308,220
"18321","FEMALE",2011,158,1632,1481,"2",10.3,255,220
"18322","FEMALE",2011,164,1632,1481,"2",8.8,308,220
"18323","FEMALE",2011,158,1633,1488,"2",10.3,255,220
"18324","FEMALE",2011,164,1633,1488,"2",8.8,308,220
"18325","FEMALE",2011,158,1634,1488,"2",10.3,255,220
"18326","FEMALE",2011,164,1634,1488,"2",8.8,308,220
"18327","FEMALE",2011,158,1635,1502,"1",10.3,255,220
"18328","FEMALE",2011,164,1635,1502,"2",8.8,308,220
"18329","FEMALE",2011,158,1636,1503,"2",10.3,255,220
"18330","FEMALE",2011,164,1636,1503,"2",8.8,308,220
"18331","FEMALE",2011,158,1637,1503,"2",10.3,255,220
"18332","FEMALE",2011,164,1637,1503,"2",8.8,308,220
"18333","FEMALE",2011,158,1638,1526,"1",10.3,255,220
"18334","FEMALE",2011,164,1638,1526,"2",8.8,308,220
"18335","FEMALE",2011,171,1638,1526,"2",11.3,377.4,220
"18336","FEMALE",2011,158,1639,1526,"1",10.3,255,220
"18337","FEMALE",2011,164,1639,1526,"2",8.8,308,220
"18338","FEMALE",2011,171,1639,1526,"2",11.3,377.4,220
"18339","FEMALE",2011,158,1640,1528,"1",10.3,255,220
"18340","FEMALE",2011,164,1640,1528,"2",8.8,308,220
"18341","FEMALE",2011,171,1640,1528,"2",11.3,377.4,220
"18342","FEMALE",2011,158,1641,1528,"1",10.3,255,220
"18343","FEMALE",2011,164,1641,1528,"2",8.8,308,220
"18344","FEMALE",2011,171,1641,1528,"2",11.3,377.4,220
"18345","FEMALE",2011,158,1642,1531,"1",10.3,255,220
"18346","FEMALE",2011,164,1642,1531,"2",8.8,308,220
"18347","FEMALE",2011,158,1643,1531,"1",10.3,255,220
"18348","FEMALE",2011,164,1643,1531,"2",8.8,308,220
"18349","FEMALE",2011,158,1644,1542,"1",10.3,255,220
"18350","FEMALE",2011,164,1644,1542,"2",8.8,308,220
"18351","FEMALE",2011,171,1644,1542,"2",11.3,377.4,220
"18352","FEMALE",2011,158,1645,1542,"1",10.3,255,220
"18353","FEMALE",2011,164,1645,1542,"2",8.8,308,220
"18354","FEMALE",2011,171,1645,1542,"2",11.3,377.4,220
"18355","FEMALE",2011,158,1646,1557,"2",10.3,255,220
"18356","FEMALE",2011,164,1646,1557,"2",8.8,308,220
"18357","FEMALE",2011,158,1647,1557,"1",10.3,255,220
"18358","FEMALE",2011,164,1647,1557,"2",8.8,308,220
"18359","FEMALE",2011,158,1648,1559,"1",10.3,255,220
"18360","FEMALE",2011,164,1648,1559,"2",8.8,308,220
"18361","FEMALE",2011,158,1649,1559,"1",10.3,255,220
"18362","FEMALE",2011,164,1649,1559,"2",8.8,308,220
"18363","FEMALE",2011,158,1650,1582,"2",10.3,255,220
"18364","FEMALE",2011,164,1650,1582,"2",8.8,308,220
"18365","FEMALE",2011,158,1651,1582,"2",10.3,255,220
"18366","FEMALE",2011,164,1651,1582,"2",8.8,308,220
"18367","FEMALE",2011,158,1652,1587,"1",10.3,255,220
"18368","FEMALE",2011,164,1652,1587,"2",8.8,308,220
"18369","FEMALE",2011,158,1653,1591,"1",10.3,255,220
"18370","FEMALE",2011,164,1653,1591,"2",8.8,308,220
"18371","FEMALE",2011,158,1654,1591,"2",10.3,255,220
"18372","FEMALE",2011,164,1654,1591,"2",8.8,308,220
"18373","FEMALE",2011,158,1655,1592,"1",10.3,255,220
"18374","FEMALE",2011,164,1655,1592,"2",8.8,308,220
"18375","FEMALE",2011,158,1656,1592,"1",10.3,255,220
"18376","FEMALE",2011,164,1656,1592,"2",8.8,308,220
"18377","FEMALE",2011,158,1657,1597,"1",10.3,255,220
"18378","FEMALE",2011,164,1657,1597,"2",8.8,308,220
"18379","FEMALE",2011,158,1658,1597,"1",10.3,255,220
"18380","FEMALE",2011,164,1658,1597,"2",8.8,308,220
"18381","FEMALE",2011,158,1659,1598,"2",10.3,255,220
"18382","FEMALE",2011,164,1659,1598,"2",8.8,308,220
"18383","FEMALE",2011,157,2763,1468,"1",9,244.7,223
"18384","FEMALE",2011,164,2763,1468,"2",8.8,308,223
"18385","FEMALE",2011,157,2764,1468,"2",9,244.7,223
"18386","FEMALE",2011,157,2765,1469,"2",9,244.7,223
"18387","FEMALE",2011,164,2765,1469,"2",8.8,308,223
"18388","FEMALE",2011,157,2766,1469,"2",9,244.7,223
"18389","FEMALE",2011,157,2767,1470,"1",9,244.7,223
"18390","FEMALE",2011,164,2767,1470,"2",8.8,308,223
"18391","FEMALE",2011,157,2768,1470,"2",9,244.7,223
"18392","FEMALE",2011,157,2769,1471,"2",9,244.7,223
"18393","FEMALE",2011,157,2770,1471,"1",9,244.7,223
"18394","FEMALE",2011,164,2770,1471,"2",8.8,308,223
"18395","FEMALE",2011,157,2771,1473,"2",9,244.7,223
"18396","FEMALE",2011,157,2772,1473,"1",9,244.7,223
"18397","FEMALE",2011,164,2772,1473,"2",8.8,308,223
"18398","FEMALE",2011,157,2773,1474,"2",9,244.7,223
"18399","FEMALE",2011,157,2774,1474,"2",9,244.7,223
"18400","FEMALE",2011,157,2775,1476,"2",9,244.7,223
"18401","FEMALE",2011,157,2776,1476,"2",9,244.7,223
"18402","FEMALE",2011,164,2776,1476,"2",8.8,308,223
"18403","FEMALE",2011,157,2777,1477,"1",9,244.7,223
"18404","FEMALE",2011,164,2777,1477,"2",8.8,308,223
"18405","FEMALE",2011,157,2778,1477,"2",9,244.7,223
"18406","FEMALE",2011,157,2779,1480,"1",9,244.7,223
"18407","FEMALE",2011,164,2779,1480,"2",8.8,308,223
"18408","FEMALE",2011,157,2780,1480,"2",9,244.7,223
"18409","FEMALE",2011,157,2781,1482,"2",9,244.7,223
"18410","FEMALE",2011,157,2782,1482,"1",9,244.7,223
"18411","FEMALE",2011,164,2782,1482,"2",8.8,308,223
"18412","FEMALE",2011,157,2783,1483,"2",9,244.7,223
"18413","FEMALE",2011,157,2784,1483,"2",9,244.7,223
"18414","FEMALE",2011,164,2784,1483,"2",8.8,308,223
"18415","FEMALE",2011,157,2785,1485,"1",9,244.7,223
"18416","FEMALE",2011,164,2785,1485,"2",8.8,308,223
"18417","FEMALE",2011,157,2786,1485,"2",9,244.7,223
